source_id,evidence,owner,deadline,confidence,status,rule_score,rules_triggered,recommendation,error_type
M02419,The Operations Team will complete security review,Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02420,Decision: complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02420,QA Team will handle the work by 2026-05-14,QA Team,2026-05-14,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02421,The team agreed to prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02422,Decision: complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02422,Operations Team will handle the work by 2026-02-13,Operations Team,2026-02-13,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02423,The project scope should be ready by 2026-05-17; the Operations Team will review client requirements,Operations Team,2026-05-17,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02424,The release should be ready by 2026-09-06; the Migration Team will finalize deployment plan,Migration Team,2026-09-06,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02425,The team agreed to review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02426,Decision: complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02426,Analytics Team will handle the work by 2026-08-08,Analytics Team,2026-08-08,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02427,We decided that the analytics dashboard must be completed by 2026-02-12,UNKNOWN,2026-02-12,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02427,The Operations Team will complete dashboard testing,Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02428,The team agreed to update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02429,We decided that the client demo must be completed by 2026-05-02,UNKNOWN,2026-05-02,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02429,The Operations Team will update project documentation,Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02430,The data pipeline should be ready by 2026-09-02; the Consulting Team will prepare data quality report,Consulting Team,2026-09-02,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02431,The data pipeline should be ready by 2026-07-08; the QA Team will prepare data quality report,QA Team,2026-07-08,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02432,Decision: verify model outputs for the analytics model,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02432,Security Team will handle the work by 2026-09-08,Security Team,2026-09-08,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02433,We decided that the reporting must be completed by 2026-04-21,UNKNOWN,2026-04-21,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02433,The Platform Team will validate new metrics,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02434,We decided that the project scope must be completed by 2026-06-20,UNKNOWN,2026-06-20,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02434,The Migration Team will review client requirements,Migration Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02435,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02435,Project Team will handle the work by 2026-09-05,Project Team,2026-09-05,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02436,Decision: validate migration results for the reporting pipeline,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02436,Data Engineering Team will handle the work by 2026-08-31,Data Engineering Team,2026-08-31,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02437,The release should be ready by 2026-01-18; the Migration Team will finalize deployment plan,Migration Team,2026-01-18,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02438,"The Project Team will complete API integration, but no deadline has been confirmed yet",Project Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner identified | Deadline missing,READY_FOR_HUMAN_APPROVAL,MISSING_DEADLINE
M02439,We decided that the data pipeline must be completed by 2026-04-20,UNKNOWN,2026-04-20,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02439,The Platform Team will prepare data quality report,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02440,The reporting should be ready by 2026-07-02; the Security Team will validate new metrics,Security Team,2026-07-02,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02441,The client demo should be ready by 2026-07-11; the Security Team will update project documentation,Security Team,2026-07-11,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02442,"The dashboard should be completed by 2026-03-23, but an owner has not yet been confirmed",UNKNOWN,2026-03-23,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02443,The client platform should be ready by 2026-09-10; the Operations Team will complete API integration,Operations Team,2026-09-10,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02444,The team agreed to complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02445,We decided that the analytics dashboard must be completed by 2026-01-18,UNKNOWN,2026-01-18,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02445,The Data Engineering Team will complete dashboard testing,Data Engineering Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02446,The reporting pipeline should be ready by 2026-03-02; the Platform Team will validate migration results,Platform Team,2026-03-02,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02447,Decision: complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02447,Platform Team will handle the work by 2026-08-16,Platform Team,2026-08-16,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02448,The team agreed to review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02449,Decision: complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02449,Platform Team will handle the work by 2026-03-11,Platform Team,2026-03-11,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02450,We decided that the analytics dashboard must be completed by 2026-05-18,UNKNOWN,2026-05-18,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02450,The Documentation Team will complete dashboard testing,Documentation Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02451,The team agreed to update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02452,The deployment should be ready by 2026-09-09; the Operations Team will prepare release checklist,Operations Team,2026-09-09,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02453,The client demo should be ready by 2026-06-02; the Analytics Team will update project documentation,Analytics Team,2026-06-02,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02454,The reporting should be ready by 2026-09-14; the Data Engineering Team will validate new metrics,Data Engineering Team,2026-09-14,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02455,We decided that the release must be completed by 2026-02-22,UNKNOWN,2026-02-22,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02455,The Data Engineering Team will finalize deployment plan,Data Engineering Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02456,The team agreed to validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02457,The team agreed to update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02458,We decided that the reporting must be completed by 2026-04-01,UNKNOWN,2026-04-01,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02458,The Documentation Team will validate new metrics,Documentation Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02459,The project scope should be ready by 2026-02-06; the Security Team will review client requirements,Security Team,2026-02-06,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02460,The team agreed to complete ETL integration for the dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02461,We decided that the analytics model must be completed by 2026-01-22,UNKNOWN,2026-01-22,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02461,The Project Team will verify model outputs,Project Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02462,We decided that the reporting pipeline must be completed by 2026-01-14,UNKNOWN,2026-01-14,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02462,The Project Team will validate migration results,Project Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02463,We decided that the reporting must be completed by 2026-01-28,UNKNOWN,2026-01-28,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02463,The Security Team will validate new metrics,Security Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02464,We decided that the analytics dashboard must be completed by 2026-03-16,UNKNOWN,2026-03-16,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02464,The Documentation Team will complete dashboard testing,Documentation Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02465,The team agreed to validate migration results for the reporting pipeline,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02466,The release should be ready by 2026-07-03; the Operations Team will finalize deployment plan,Operations Team,2026-07-03,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02467,The analytics dashboard should be ready by 2026-08-07; the Migration Team will complete dashboard testing,Migration Team,2026-08-07,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02468,The client demo should be ready by 2026-04-27; the Project Team will update project documentation,Project Team,2026-04-27,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02469,We decided that the dashboard must be completed by 2026-02-28,UNKNOWN,2026-02-28,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02469,The Analytics Team will complete ETL integration,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02470,Decision: complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02470,Security Team will handle the work by 2026-02-11,Security Team,2026-02-11,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02471,The client demo should be ready by 2026-08-03; the Documentation Team will update project documentation,Documentation Team,2026-08-03,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02472,Decision: prepare data quality report for the data pipeline,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02472,QA Team will handle the work by 2026-04-18,QA Team,2026-04-18,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02473,We decided that the reporting pipeline must be completed by 2026-02-13,UNKNOWN,2026-02-13,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02473,The Project Team will validate migration results,Project Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02474,The data pipeline should be ready by 2026-08-20; the Security Team will prepare data quality report,Security Team,2026-08-20,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02475,Decision: finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02475,Security Team will handle the work by 2026-08-04,Security Team,2026-08-04,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02476,We decided that the analytics dashboard must be completed by 2026-09-18,UNKNOWN,2026-09-18,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02476,The Security Team will complete dashboard testing,Security Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02477,The production deployment should be ready by 2026-05-14; the Data Engineering Team will complete security review,Data Engineering Team,2026-05-14,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02478,We decided that the reporting must be completed by 2026-09-06,UNKNOWN,2026-09-06,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02478,The Security Team will validate new metrics,Security Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02479,"The release should be completed by 2026-06-23, but an owner has not yet been confirmed",UNKNOWN,2026-06-23,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02480,Decision: complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02480,QA Team will handle the work by 2026-02-08,QA Team,2026-02-08,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02481,The deployment should be ready by 2026-05-19; the Operations Team will prepare release checklist,Operations Team,2026-05-19,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02482,Decision: prepare data quality report for the data pipeline,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02482,Migration Team will handle the work by 2026-09-07,Migration Team,2026-09-07,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02483,The analytics model should be ready by 2026-03-31; the Documentation Team will verify model outputs,Documentation Team,2026-03-31,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02484,Decision: complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02484,Documentation Team will handle the work by 2026-08-10,Documentation Team,2026-08-10,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02485,We could possibly complete dashboard testing next week if the client agrees,UNKNOWN,UNKNOWN,30,NEEDS_HUMAN_REVIEW,30,Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02486,The team agreed to complete ETL integration for the dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02487,The reporting should be ready by 2026-01-13; the QA Team will validate new metrics,QA Team,2026-01-13,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02488,We decided that the project scope must be completed by 2026-01-28,UNKNOWN,2026-01-28,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02488,The Migration Team will review client requirements,Migration Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02489,Decision: complete API integration for the client platform,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02489,Platform Team will handle the work by 2026-05-17,Platform Team,2026-05-17,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02490,The team agreed to review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02491,"The Operations Team will validate migration results, but no deadline has been confirmed yet",Operations Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner identified | Deadline missing,READY_FOR_HUMAN_APPROVAL,MISSING_DEADLINE
M02492,The team agreed to complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02493,The team agreed to complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02494,We decided that the analytics dashboard must be completed by 2026-07-17,UNKNOWN,2026-07-17,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02494,The Analytics Team will complete dashboard testing,Analytics Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02495,Decision: update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02495,Data Engineering Team will handle the work by 2026-01-24,Data Engineering Team,2026-01-24,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02496,The release should be ready by 2026-09-10; the Platform Team will finalize deployment plan,Platform Team,2026-09-10,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02497,Decision: complete dashboard testing for the analytics dashboard,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02497,Documentation Team will handle the work by 2026-05-15,Documentation Team,2026-05-15,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02498,Decision: validate new metrics for the reporting,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02498,Security Team will handle the work by 2026-07-29,Security Team,2026-07-29,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02499,Decision: complete security review for the production deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02499,Analytics Team will handle the work by 2026-07-11,Analytics Team,2026-07-11,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
M02500,We decided that the analytics model must be completed by 2026-02-24,UNKNOWN,2026-02-24,80,NEEDS_HUMAN_REVIEW,80,Decision language detected | Action language detected | Owner missing | Deadline identified,READY_FOR_HUMAN_APPROVAL,MISSING_OWNER
M02500,The Platform Team will verify model outputs,Platform Team,UNKNOWN,80,NEEDS_HUMAN_REVIEW,50,Action language detected | Owner identified | Deadline missing,NEEDS_HUMAN_REVIEW,MISSING_DEADLINE
M02501,The team agreed to review client requirements for the project scope,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02502,The team agreed to prepare release checklist for the deployment,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02503,The team agreed to finalize deployment plan for the release,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02504,Decision: update project documentation for the client demo,UNKNOWN,UNKNOWN,60,NEEDS_HUMAN_REVIEW,60,Decision language detected | Action language detected | Owner missing | Deadline missing,NEEDS_HUMAN_REVIEW,LOW_CONFIDENCE
M02504,Platform Team will handle the work by 2026-08-21,Platform Team,2026-08-21,100,READY_FOR_REVIEW,70,Action language detected | Owner identified | Deadline identified,NEEDS_HUMAN_REVIEW,NORMAL
