task_id,decision_id,task,owner,deadline,status
T00841,D00841,Review client requirements,Security Team,2026-02-11,pending
T00842,D00842,Verify model outputs,Platform Team,2026-01-07,completed
T00843,D00843,Complete etl integration,Operations Team,2026-06-27,completed
T00844,D00844,Update project documentation,Platform Team,2026-05-31,pending
T00845,D00845,Complete api integration,Data Engineering Team,2026-08-01,pending
T00846,D00846,Prepare release checklist,Data Engineering Team,2026-08-14,needs_review
T00847,D00847,Validate new metrics,Analytics Team,2026-02-09,completed
T00848,D00848,Validate migration results,QA Team,2026-08-19,needs_review
T00849,D00849,Complete etl integration,Operations Team,2026-03-31,completed
T00850,D00850,Prepare release checklist,Consulting Team,2026-07-16,needs_review
T00851,D00851,Prepare data quality report,Documentation Team,2026-02-21,pending
T00852,D00852,Update project documentation,Consulting Team,2026-05-03,needs_review
T00853,D00853,Prepare data quality report,Documentation Team,2026-06-23,needs_review
T00854,D00854,Finalize deployment plan,Project Team,2026-05-20,needs_review
T00855,D00855,Validate new metrics,Data Engineering Team,2026-04-13,completed
T00856,D00856,Validate new metrics,Security Team,2026-01-16,completed
T00857,D00857,Update project documentation,QA Team,2026-03-27,completed
T00858,D00858,Prepare release checklist,Documentation Team,2026-08-16,needs_review
T00859,D00859,Prepare release checklist,Operations Team,2026-01-31,pending
T00860,D00860,Prepare data quality report,Migration Team,2026-06-18,pending
T00861,D00861,Validate migration results,Consulting Team,2026-06-03,pending
T00862,D00862,Validate new metrics,QA Team,2026-04-30,completed
T00863,D00863,Prepare data quality report,Migration Team,2026-05-19,completed
T00864,D00864,Complete security review,Analytics Team,2026-07-24,pending
T00865,D00865,Update project documentation,Documentation Team,2026-08-24,pending
T00866,D00866,Complete security review,Security Team,2026-04-22,pending
T00867,D00867,Verify model outputs,Documentation Team,2026-06-04,completed
T00868,D00868,Validate migration results,Unknown,Unknown,needs_review
T00869,D00869,Complete dashboard testing,QA Team,2026-06-20,completed
T00870,D00870,Complete api integration,Platform Team,2026-01-21,pending
T00871,D00871,Complete security review,Platform Team,2026-06-30,needs_review
T00872,D00872,Review client requirements,Operations Team,2026-09-11,in_progress
T00873,D00873,Complete etl integration,QA Team,2026-07-20,in_progress
T00874,D00874,Finalize deployment plan,Operations Team,2026-08-22,in_progress
T00875,D00875,Prepare release checklist,Platform Team,2026-02-12,completed
T00876,D00876,Complete etl integration,Analytics Team,2026-05-31,pending
T00877,D00877,Validate new metrics,QA Team,2026-09-11,needs_review
T00878,D00878,Validate new metrics,Platform Team,2026-09-12,completed
T00879,D00879,Verify model outputs,Documentation Team,2026-04-19,in_progress
T00880,D00880,Complete dashboard testing,Security Team,2026-07-21,needs_review
T00881,D00881,Prepare data quality report,QA Team,2026-02-15,needs_review
T00882,D00882,Finalize deployment plan,Platform Team,2026-06-23,needs_review
T00883,D00883,Validate migration results,Documentation Team,2026-03-14,pending
T00884,D00884,Complete dashboard testing,Documentation Team,2026-06-26,completed
T00885,D00885,Complete security review,Data Engineering Team,2026-05-28,completed
T00886,D00886,Review client requirements,QA Team,2026-03-17,needs_review
T00887,D00887,Prepare data quality report,Documentation Team,2026-07-31,completed
T00888,D00888,Update project documentation,Analytics Team,2026-07-23,needs_review
T00889,D00889,Complete dashboard testing,Platform Team,2026-08-12,needs_review
T00890,D00890,Complete etl integration,Documentation Team,2026-09-28,needs_review
T00891,D00891,Validate new metrics,Migration Team,2026-05-04,pending
T00892,D00892,Validate migration results,Consulting Team,2026-05-08,completed
T00893,D00893,Complete etl integration,Documentation Team,2026-06-01,pending
T00894,D00894,Complete dashboard testing,Consulting Team,2026-05-19,needs_review
T00895,D00895,Complete security review,Consulting Team,2026-08-28,pending
T00896,D00896,Complete security review,Platform Team,2026-07-10,completed
T00897,D00897,Finalize deployment plan,Consulting Team,2026-03-24,needs_review
T00898,D00898,Validate new metrics,Migration Team,2026-02-07,pending
T00899,D00899,Finalize deployment plan,Unknown,Unknown,needs_review
T00900,D00900,Review client requirements,Security Team,2026-09-06,completed
T00901,D00901,Prepare data quality report,Data Engineering Team,2026-06-17,pending
T00902,D00902,Update project documentation,Documentation Team,2026-03-10,completed
T00903,D00903,Complete etl integration,Operations Team,2026-05-08,needs_review
T00904,D00904,Complete security review,Migration Team,2026-01-21,in_progress
T00905,D00905,Validate new metrics,Project Team,2026-03-05,pending
T00906,D00906,Verify model outputs,Migration Team,2026-07-15,needs_review
T00907,D00907,Prepare data quality report,Platform Team,2026-01-06,needs_review
T00908,D00908,Complete etl integration,Project Team,2026-03-01,in_progress
T00909,D00909,Verify model outputs,Documentation Team,2026-04-26,in_progress
T00910,D00910,Validate new metrics,Project Team,2026-08-25,needs_review
T00911,D00911,Verify model outputs,Consulting Team,2026-07-26,in_progress
T00912,D00912,Prepare data quality report,Analytics Team,2026-09-09,pending
T00913,D00913,Validate new metrics,Migration Team,2026-04-08,needs_review
T00914,D00914,Prepare release checklist,Operations Team,2026-08-19,needs_review
T00915,D00915,Validate new metrics,Analytics Team,2026-05-05,in_progress
T00916,D00916,Validate new metrics,Migration Team,2026-04-22,pending
T00917,D00917,Complete etl integration,QA Team,2026-04-17,in_progress
T00918,D00918,Complete security review,Operations Team,2026-06-10,needs_review
T00919,D00919,Complete etl integration,Consulting Team,2026-05-15,needs_review
T00920,D00920,Finalize deployment plan,Operations Team,2026-05-27,needs_review
T00921,D00921,Complete etl integration,Platform Team,2026-06-15,in_progress
T00922,D00922,Complete dashboard testing,Operations Team,2026-05-23,in_progress
T00923,D00923,Complete api integration,Consulting Team,2026-06-27,completed
T00924,D00924,Complete security review,Analytics Team,2026-03-02,needs_review
T00925,D00925,Complete security review,Operations Team,2026-01-30,pending
T00926,D00926,Prepare release checklist,Analytics Team,2026-04-06,in_progress
T00927,D00927,Review client requirements,Consulting Team,2026-03-30,pending
T00928,D00928,Verify model outputs,Data Engineering Team,2026-03-30,pending
T00929,D00929,Update project documentation,Project Team,2026-07-22,completed
T00930,D00930,Complete dashboard testing,Unknown,Unknown,needs_review
T00931,D00931,Validate new metrics,Migration Team,2026-08-08,pending
T00932,D00932,Validate migration results,Data Engineering Team,2026-04-02,in_progress
T00933,D00933,Validate migration results,QA Team,2026-06-16,in_progress
T00934,D00934,Complete etl integration,Consulting Team,2026-05-25,pending
T00935,D00935,Verify model outputs,Project Team,2026-08-27,completed
T00936,D00936,Prepare release checklist,Migration Team,2026-05-22,in_progress
T00937,D00937,Validate new metrics,Platform Team,2026-09-27,needs_review
T00938,D00938,Verify model outputs,Analytics Team,2026-04-05,needs_review
T00939,D00939,Prepare release checklist,Platform Team,2026-04-17,in_progress
T00940,D00940,Update project documentation,QA Team,2026-06-23,needs_review
T00941,D00941,Complete dashboard testing,Documentation Team,2026-03-26,pending
T00942,D00942,Review client requirements,Analytics Team,2026-05-23,completed
T00943,D00943,Prepare data quality report,Project Team,2026-07-26,needs_review
T00944,D00944,Validate new metrics,Analytics Team,2026-04-05,completed
T00945,D00945,Prepare release checklist,Data Engineering Team,2026-08-06,completed
T00946,D00946,Complete etl integration,Analytics Team,2026-04-25,pending
T00947,D00947,Complete dashboard testing,Migration Team,2026-02-07,needs_review
T00948,D00948,Verify model outputs,QA Team,2026-04-08,needs_review
T00949,D00949,Complete security review,Project Team,2026-04-24,completed
T00950,D00950,Finalize deployment plan,Operations Team,2026-07-10,completed
T00951,D00951,Prepare release checklist,Operations Team,2026-02-07,in_progress
T00952,D00952,Update project documentation,Data Engineering Team,2026-05-29,needs_review
T00953,D00953,Verify model outputs,Platform Team,2026-04-04,needs_review
T00954,D00954,Complete dashboard testing,Consulting Team,2026-02-01,pending
T00955,D00955,Review client requirements,Documentation Team,2026-04-04,pending
T00956,D00956,Verify model outputs,Consulting Team,2026-04-23,completed
T00957,D00957,Finalize deployment plan,QA Team,2026-05-20,in_progress
T00958,D00958,Verify model outputs,Project Team,2026-08-14,in_progress
T00959,D00959,Verify model outputs,Migration Team,2026-08-10,pending
T00960,D00960,Prepare release checklist,Platform Team,2026-09-24,pending
T00961,D00961,Review client requirements,Unknown,Unknown,needs_review
T00962,D00962,Validate migration results,Project Team,2026-05-11,completed
T00963,D00963,Prepare data quality report,Data Engineering Team,2026-05-25,pending
T00964,D00964,Prepare release checklist,Migration Team,2026-06-17,pending
T00965,D00965,Prepare release checklist,Project Team,2026-03-17,completed
T00966,D00966,Finalize deployment plan,Data Engineering Team,2026-06-16,completed
T00967,D00967,Prepare release checklist,Operations Team,2026-07-04,pending
T00968,D00968,Complete etl integration,Security Team,2026-07-30,pending
T00969,D00969,Validate migration results,Operations Team,2026-02-24,completed
T00970,D00970,Prepare data quality report,Documentation Team,2026-04-27,needs_review
T00971,D00971,Finalize deployment plan,Security Team,2026-05-08,pending
T00972,D00972,Validate migration results,QA Team,2026-06-16,completed
T00973,D00973,Complete dashboard testing,Operations Team,2026-05-02,completed
T00974,D00974,Complete security review,Consulting Team,2026-01-14,completed
T00975,D00975,Verify model outputs,Consulting Team,2026-01-14,pending
T00976,D00976,Complete security review,Documentation Team,2026-04-23,pending
T00977,D00977,Finalize deployment plan,Documentation Team,2026-01-30,needs_review
T00978,D00978,Prepare data quality report,Migration Team,2026-05-10,pending
T00979,D00979,Verify model outputs,Project Team,2026-04-12,pending
T00980,D00980,Update project documentation,Data Engineering Team,2026-05-25,in_progress
T00981,D00981,Prepare release checklist,Security Team,2026-03-28,needs_review
T00982,D00982,Complete etl integration,Security Team,2026-06-24,completed
T00983,D00983,Prepare release checklist,Project Team,2026-07-02,needs_review
T00984,D00984,Review client requirements,Security Team,2026-06-09,needs_review
T00985,D00985,Validate new metrics,Project Team,2026-07-01,needs_review
T00986,D00986,Prepare release checklist,Migration Team,2026-04-28,in_progress
T00987,D00987,Update project documentation,Documentation Team,2026-06-03,in_progress
T00988,D00988,Complete etl integration,Analytics Team,2026-07-04,pending
T00989,D00989,Review client requirements,Migration Team,2026-09-23,completed
T00990,D00990,Review client requirements,Platform Team,2026-08-19,in_progress
T00991,D00991,Complete etl integration,Migration Team,2026-06-29,needs_review
T00992,D00992,Prepare release checklist,Unknown,Unknown,needs_review
T00993,D00993,Prepare data quality report,Documentation Team,2026-09-28,in_progress
T00994,D00994,Verify model outputs,Data Engineering Team,2026-02-11,needs_review
T00995,D00995,Verify model outputs,Project Team,2026-06-04,needs_review
T00996,D00996,Prepare data quality report,Data Engineering Team,2026-06-04,completed
T00997,D00997,Complete security review,Operations Team,2026-06-18,needs_review
T00998,D00998,Complete etl integration,Platform Team,2026-04-23,in_progress
T00999,D00999,Validate migration results,Platform Team,2026-09-22,needs_review
T01000,D01000,Review client requirements,Project Team,2026-08-25,completed
T01001,D01001,Complete api integration,Data Engineering Team,2026-01-22,in_progress
T01002,D01002,Prepare data quality report,Data Engineering Team,2026-06-29,in_progress
T01003,D01003,Complete dashboard testing,Data Engineering Team,2026-07-29,pending
T01004,D01004,Complete dashboard testing,Platform Team,2026-04-22,pending
T01005,D01005,Complete dashboard testing,Operations Team,2026-05-14,needs_review
T01006,D01006,Update project documentation,Platform Team,2026-04-01,pending
T01007,D01007,Complete dashboard testing,Security Team,2026-05-16,completed
T01008,D01008,Verify model outputs,Data Engineering Team,2026-09-07,in_progress
T01009,D01009,Complete api integration,Analytics Team,2026-09-10,pending
T01010,D01010,Verify model outputs,Migration Team,2026-01-06,pending
T01011,D01011,Complete security review,Analytics Team,2026-02-04,in_progress
T01012,D01012,Prepare data quality report,Operations Team,2026-04-08,pending
T01013,D01013,Complete api integration,Operations Team,2026-05-15,in_progress
T01014,D01014,Validate migration results,Operations Team,2026-07-25,needs_review
T01015,D01015,Complete dashboard testing,Operations Team,2026-09-10,pending
T01016,D01016,Prepare data quality report,Data Engineering Team,2026-04-28,completed
T01017,D01017,Prepare data quality report,Security Team,2026-06-29,needs_review
T01018,D01018,Complete security review,Project Team,2026-01-18,in_progress
T01019,D01019,Verify model outputs,Analytics Team,2026-04-14,pending
T01020,D01020,Validate migration results,Data Engineering Team,2026-07-22,pending
T01021,D01021,Update project documentation,Migration Team,2026-04-07,pending
T01022,D01022,Complete security review,Project Team,2026-01-29,pending
T01023,D01023,Complete dashboard testing,Unknown,Unknown,needs_review
T01024,D01024,Prepare release checklist,Operations Team,2026-05-23,in_progress
T01025,D01025,Review client requirements,Data Engineering Team,2026-07-18,pending
T01026,D01026,Complete security review,Consulting Team,2026-05-06,pending
T01027,D01027,Prepare data quality report,Operations Team,2026-03-18,in_progress
T01028,D01028,Complete dashboard testing,Security Team,2026-07-20,completed
T01029,D01029,Prepare data quality report,Consulting Team,2026-03-06,pending
T01030,D01030,Complete etl integration,Operations Team,2026-07-26,pending
T01031,D01031,Prepare data quality report,Operations Team,2026-05-07,needs_review
T01032,D01032,Review client requirements,Platform Team,2026-03-31,pending
T01033,D01033,Validate migration results,Consulting Team,2026-03-07,pending
T01034,D01034,Prepare data quality report,Data Engineering Team,2026-03-29,pending
T01035,D01035,Verify model outputs,Migration Team,2026-05-17,needs_review
T01036,D01036,Review client requirements,Documentation Team,2026-01-29,pending
T01037,D01037,Prepare data quality report,Analytics Team,2026-02-06,completed
T01038,D01038,Complete dashboard testing,Operations Team,2026-09-01,needs_review
T01039,D01039,Review client requirements,Project Team,2026-07-14,needs_review
T01040,D01040,Prepare data quality report,Project Team,2026-01-16,in_progress
T01041,D01041,Validate new metrics,QA Team,2026-08-30,completed
T01042,D01042,Prepare release checklist,Documentation Team,2026-05-29,needs_review
T01043,D01043,Validate migration results,Documentation Team,2026-01-16,in_progress
T01044,D01044,Review client requirements,Platform Team,2026-05-30,needs_review
T01045,D01045,Complete security review,Project Team,2026-04-27,pending
T01046,D01046,Complete etl integration,Migration Team,2026-06-02,completed
T01047,D01047,Update project documentation,QA Team,2026-05-21,in_progress
T01048,D01048,Complete dashboard testing,Data Engineering Team,2026-04-05,pending
T01049,D01049,Complete etl integration,Platform Team,2026-01-07,pending
T01050,D01050,Validate new metrics,Security Team,2026-09-02,completed
T01051,D01051,Complete dashboard testing,Project Team,2026-08-22,completed
T01052,D01052,Prepare release checklist,QA Team,2026-08-16,completed
T01053,D01053,Validate new metrics,Analytics Team,2026-04-23,in_progress
T01054,D01054,Validate migration results,Unknown,Unknown,needs_review
T01055,D01055,Verify model outputs,Security Team,2026-04-19,pending
T01056,D01056,Finalize deployment plan,QA Team,2026-09-22,in_progress
T01057,D01057,Prepare data quality report,Analytics Team,2026-04-05,needs_review
T01058,D01058,Verify model outputs,QA Team,2026-05-13,pending
T01059,D01059,Complete etl integration,Migration Team,2026-05-18,pending
T01060,D01060,Prepare release checklist,Migration Team,2026-09-26,needs_review
T01061,D01061,Validate migration results,Analytics Team,2026-04-01,completed
T01062,D01062,Complete etl integration,Migration Team,2026-06-09,completed
T01063,D01063,Complete etl integration,QA Team,2026-07-28,completed
T01064,D01064,Prepare data quality report,Platform Team,2026-03-11,pending
T01065,D01065,Complete security review,Analytics Team,2026-08-21,pending
T01066,D01066,Review client requirements,Operations Team,2026-03-01,pending
T01067,D01067,Review client requirements,Documentation Team,2026-02-23,needs_review
T01068,D01068,Validate new metrics,Operations Team,2026-05-05,completed
T01069,D01069,Validate migration results,Security Team,2026-06-25,in_progress
T01070,D01070,Prepare data quality report,Operations Team,2026-04-19,needs_review
T01071,D01071,Validate migration results,Analytics Team,2026-01-12,needs_review
T01072,D01072,Validate new metrics,Data Engineering Team,2026-08-04,needs_review
T01073,D01073,Validate new metrics,Consulting Team,2026-06-12,pending
T01074,D01074,Prepare data quality report,Consulting Team,2026-05-06,completed
T01075,D01075,Complete dashboard testing,Documentation Team,2026-08-12,completed
T01076,D01076,Verify model outputs,QA Team,2026-09-01,completed
T01077,D01077,Finalize deployment plan,Security Team,2026-04-04,completed
T01078,D01078,Prepare data quality report,Platform Team,2026-07-19,needs_review
T01079,D01079,Update project documentation,Platform Team,2026-07-16,pending
T01080,D01080,Verify model outputs,Operations Team,2026-07-22,pending
T01081,D01081,Prepare release checklist,QA Team,2026-03-29,in_progress
T01082,D01082,Prepare release checklist,Platform Team,2026-01-21,pending
T01083,D01083,Verify model outputs,Consulting Team,2026-01-14,completed
T01084,D01084,Verify model outputs,Data Engineering Team,2026-08-19,pending
T01085,D01085,Verify model outputs,Unknown,Unknown,needs_review
T01086,D01086,Complete security review,QA Team,2026-04-30,pending
T01087,D01087,Prepare data quality report,Consulting Team,2026-09-14,in_progress
T01088,D01088,Prepare release checklist,Project Team,2026-08-08,pending
T01089,D01089,Finalize deployment plan,Analytics Team,2026-07-01,in_progress
T01090,D01090,Review client requirements,QA Team,2026-06-04,pending
T01091,D01091,Complete security review,Operations Team,2026-01-14,needs_review
T01092,D01092,Review client requirements,Security Team,2026-09-23,pending
T01093,D01093,Prepare release checklist,Project Team,2026-08-03,needs_review
T01094,D01094,Verify model outputs,Data Engineering Team,2026-04-14,pending
T01095,D01095,Review client requirements,Documentation Team,2026-02-04,completed
T01096,D01096,Verify model outputs,Analytics Team,2026-04-26,completed
T01097,D01097,Complete dashboard testing,QA Team,2026-04-20,needs_review
T01098,D01098,Finalize deployment plan,QA Team,2026-08-16,pending
T01099,D01099,Prepare data quality report,Migration Team,2026-08-20,in_progress
T01100,D01100,Prepare data quality report,Consulting Team,2026-03-21,completed
T01101,D01101,Validate migration results,Consulting Team,2026-08-11,needs_review
T01102,D01102,Complete security review,Operations Team,2026-02-23,needs_review
T01103,D01103,Update project documentation,Consulting Team,2026-01-16,needs_review
T01104,D01104,Prepare data quality report,Consulting Team,2026-06-09,in_progress
T01105,D01105,Verify model outputs,Documentation Team,2026-04-18,in_progress
T01106,D01106,Review client requirements,Operations Team,2026-05-06,completed
T01107,D01107,Prepare data quality report,Migration Team,2026-01-18,in_progress
T01108,D01108,Finalize deployment plan,Documentation Team,2026-02-28,needs_review
T01109,D01109,Review client requirements,Security Team,2026-01-26,completed
T01110,D01110,Complete dashboard testing,Project Team,2026-03-26,needs_review
T01111,D01111,Prepare data quality report,Security Team,2026-09-07,in_progress
T01112,D01112,Validate migration results,QA Team,2026-04-11,completed
T01113,D01113,Validate migration results,Migration Team,2026-03-13,needs_review
T01114,D01114,Validate new metrics,Operations Team,2026-04-30,completed
T01115,D01115,Complete dashboard testing,Data Engineering Team,2026-02-28,needs_review
T01116,D01116,Complete dashboard testing,Unknown,Unknown,needs_review
T01117,D01117,Prepare release checklist,Project Team,2026-04-09,in_progress
T01118,D01118,Validate new metrics,Consulting Team,2026-07-30,completed
T01119,D01119,Validate new metrics,Analytics Team,2026-04-07,pending
T01120,D01120,Finalize deployment plan,Platform Team,2026-02-11,needs_review
T01121,D01121,Update project documentation,Analytics Team,2026-07-15,in_progress
T01122,D01122,Complete dashboard testing,Migration Team,2026-06-22,completed
T01123,D01123,Complete etl integration,Platform Team,2026-06-22,pending
T01124,D01124,Finalize deployment plan,Data Engineering Team,2026-08-19,completed
T01125,D01125,Prepare release checklist,Project Team,2026-01-28,needs_review
T01126,D01126,Validate new metrics,Operations Team,2026-06-14,needs_review
T01127,D01127,Complete dashboard testing,Migration Team,2026-03-05,in_progress
T01128,D01128,Verify model outputs,Migration Team,2026-05-13,pending
T01129,D01129,Prepare data quality report,Security Team,2026-08-17,pending
T01130,D01130,Review client requirements,Platform Team,2026-05-06,in_progress
T01131,D01131,Complete api integration,Project Team,2026-06-01,in_progress
T01132,D01132,Complete dashboard testing,Security Team,2026-07-10,in_progress
T01133,D01133,Review client requirements,Consulting Team,2026-03-07,needs_review
T01134,D01134,Verify model outputs,Data Engineering Team,2026-04-12,completed
T01135,D01135,Complete dashboard testing,QA Team,2026-03-02,needs_review
T01136,D01136,Prepare release checklist,Operations Team,2026-07-05,completed
T01137,D01137,Validate migration results,Operations Team,2026-05-20,pending
T01138,D01138,Verify model outputs,Analytics Team,2026-03-02,pending
T01139,D01139,Complete dashboard testing,Analytics Team,2026-08-30,in_progress
T01140,D01140,Verify model outputs,Documentation Team,2026-02-15,in_progress
T01141,D01141,Review client requirements,Documentation Team,2026-05-06,completed
T01142,D01142,Complete dashboard testing,Migration Team,2026-05-30,pending
T01143,D01143,Complete security review,Analytics Team,2026-08-28,needs_review
T01144,D01144,Complete security review,Analytics Team,2026-08-20,needs_review
T01145,D01145,Finalize deployment plan,Analytics Team,2026-07-22,completed
T01146,D01146,Complete api integration,QA Team,2026-01-08,pending
T01147,D01147,Complete dashboard testing,Unknown,Unknown,needs_review
T01148,D01148,Complete dashboard testing,Documentation Team,2026-01-13,pending
T01149,D01149,Complete etl integration,QA Team,2026-03-28,in_progress
T01150,D01150,Verify model outputs,Documentation Team,2026-01-28,needs_review
T01151,D01151,Validate migration results,Consulting Team,2026-07-24,completed
T01152,D01152,Prepare release checklist,Migration Team,2026-06-06,pending
T01153,D01153,Prepare release checklist,Security Team,2026-05-11,needs_review
T01154,D01154,Complete dashboard testing,Operations Team,2026-06-19,in_progress
T01155,D01155,Verify model outputs,Operations Team,2026-06-18,needs_review
T01156,D01156,Review client requirements,Security Team,2026-01-13,in_progress
T01157,D01157,Review client requirements,QA Team,2026-07-22,completed
T01158,D01158,Complete security review,Operations Team,2026-08-05,pending
T01159,D01159,Review client requirements,Data Engineering Team,2026-01-10,completed
T01160,D01160,Review client requirements,Documentation Team,2026-01-19,pending
T01161,D01161,Review client requirements,Migration Team,2026-09-24,pending
T01162,D01162,Prepare release checklist,Data Engineering Team,2026-05-12,pending
T01163,D01163,Finalize deployment plan,Data Engineering Team,2026-04-15,needs_review
T01164,D01164,Complete security review,Migration Team,2026-07-28,needs_review
T01165,D01165,Prepare release checklist,Security Team,2026-03-26,pending
T01166,D01166,Complete etl integration,QA Team,2026-08-26,pending
T01167,D01167,Review client requirements,Data Engineering Team,2026-02-07,needs_review
T01168,D01168,Prepare release checklist,Documentation Team,2026-04-03,in_progress
T01169,D01169,Prepare release checklist,QA Team,2026-09-02,needs_review
T01170,D01170,Complete security review,Operations Team,2026-03-04,completed
T01171,D01171,Validate migration results,Consulting Team,2026-07-03,pending
T01172,D01172,Review client requirements,Documentation Team,2026-02-05,needs_review
T01173,D01173,Verify model outputs,Data Engineering Team,2026-03-11,needs_review
T01174,D01174,Complete api integration,Security Team,2026-04-01,completed
T01175,D01175,Verify model outputs,Security Team,2026-08-03,in_progress
T01176,D01176,Review client requirements,Project Team,2026-05-07,completed
T01177,D01177,Complete security review,Documentation Team,2026-07-24,in_progress
T01178,D01178,Complete api integration,Unknown,Unknown,needs_review
T01179,D01179,Finalize deployment plan,Documentation Team,2026-07-04,pending
T01180,D01180,Complete api integration,Data Engineering Team,2026-03-19,in_progress
T01181,D01181,Finalize deployment plan,QA Team,2026-07-10,completed
T01182,D01182,Complete security review,Platform Team,2026-09-26,in_progress
T01183,D01183,Validate new metrics,Consulting Team,2026-04-26,pending
T01184,D01184,Validate migration results,Operations Team,2026-01-19,completed
T01185,D01185,Review client requirements,Project Team,2026-09-12,completed
T01186,D01186,Complete etl integration,QA Team,2026-03-23,needs_review
T01187,D01187,Complete dashboard testing,Analytics Team,2026-02-04,completed
T01188,D01188,Validate new metrics,Analytics Team,2026-09-02,completed
T01189,D01189,Verify model outputs,Security Team,2026-01-27,in_progress
T01190,D01190,Complete api integration,Platform Team,2026-09-23,pending
T01191,D01191,Finalize deployment plan,Consulting Team,2026-05-20,pending
T01192,D01192,Review client requirements,Analytics Team,2026-03-08,needs_review
T01193,D01193,Review client requirements,Security Team,2026-05-29,completed
T01194,D01194,Complete dashboard testing,Migration Team,2026-09-10,completed
T01195,D01195,Complete dashboard testing,Documentation Team,2026-01-27,pending
T01196,D01196,Complete security review,Documentation Team,2026-08-09,in_progress
T01197,D01197,Review client requirements,Migration Team,2026-07-28,completed
T01198,D01198,Complete etl integration,Migration Team,2026-09-15,in_progress
T01199,D01199,Complete etl integration,Data Engineering Team,2026-01-17,completed
T01200,D01200,Complete etl integration,Platform Team,2026-02-16,needs_review
T01201,D01201,Update project documentation,Consulting Team,2026-06-19,needs_review
T01202,D01202,Verify model outputs,Project Team,2026-03-22,in_progress
T01203,D01203,Finalize deployment plan,Project Team,2026-07-16,needs_review
T01204,D01204,Complete etl integration,Migration Team,2026-05-23,needs_review
T01205,D01205,Prepare release checklist,Documentation Team,2026-01-12,pending
T01206,D01206,Finalize deployment plan,Analytics Team,2026-03-03,in_progress
T01207,D01207,Validate new metrics,QA Team,2026-03-25,completed
T01208,D01208,Complete dashboard testing,Security Team,2026-06-01,needs_review
T01209,D01209,Complete etl integration,Unknown,Unknown,needs_review
T01210,D01210,Complete api integration,Analytics Team,2026-01-26,needs_review
T01211,D01211,Complete security review,Platform Team,2026-06-12,completed
T01212,D01212,Complete etl integration,Operations Team,2026-07-09,needs_review
T01213,D01213,Complete security review,Platform Team,2026-06-02,needs_review
T01214,D01214,Complete dashboard testing,Platform Team,2026-08-28,needs_review
T01215,D01215,Complete etl integration,QA Team,2026-04-24,completed
T01216,D01216,Complete security review,Platform Team,2026-01-21,pending
T01217,D01217,Complete etl integration,Data Engineering Team,2026-08-07,in_progress
T01218,D01218,Verify model outputs,Consulting Team,2026-08-29,completed
T01219,D01219,Review client requirements,Analytics Team,2026-01-13,completed
T01220,D01220,Complete etl integration,Security Team,2026-03-25,in_progress
T01221,D01221,Complete etl integration,QA Team,2026-06-16,needs_review
T01222,D01222,Prepare data quality report,Project Team,2026-05-13,in_progress
T01223,D01223,Review client requirements,Operations Team,2026-04-11,needs_review
T01224,D01224,Finalize deployment plan,Operations Team,2026-08-24,completed
T01225,D01225,Finalize deployment plan,Project Team,2026-03-18,completed
T01226,D01226,Validate new metrics,Migration Team,2026-06-20,needs_review
T01227,D01227,Finalize deployment plan,Migration Team,2026-01-18,needs_review
T01228,D01228,Complete dashboard testing,Operations Team,2026-09-19,needs_review
T01229,D01229,Complete security review,Migration Team,2026-07-30,completed
T01230,D01230,Prepare data quality report,Migration Team,2026-03-04,in_progress
T01231,D01231,Complete etl integration,Data Engineering Team,2026-02-02,in_progress
T01232,D01232,Finalize deployment plan,Project Team,2026-05-19,needs_review
T01233,D01233,Finalize deployment plan,Consulting Team,2026-05-13,in_progress
T01234,D01234,Prepare data quality report,Consulting Team,2026-09-23,completed
T01235,D01235,Complete api integration,Security Team,2026-05-21,completed
T01236,D01236,Prepare data quality report,Consulting Team,2026-01-09,completed
T01237,D01237,Prepare release checklist,Analytics Team,2026-06-14,completed
T01238,D01238,Finalize deployment plan,Data Engineering Team,2026-07-22,in_progress
T01239,D01239,Prepare data quality report,QA Team,2026-01-26,needs_review
T01240,D01240,Finalize deployment plan,Unknown,Unknown,needs_review
T01241,D01241,Validate migration results,Migration Team,2026-07-26,pending
T01242,D01242,Review client requirements,QA Team,2026-08-19,completed
T01243,D01243,Finalize deployment plan,Documentation Team,2026-06-21,completed
T01244,D01244,Complete security review,Security Team,2026-02-27,in_progress
T01245,D01245,Verify model outputs,QA Team,2026-03-24,completed
T01246,D01246,Complete api integration,Analytics Team,2026-08-29,needs_review
T01247,D01247,Validate migration results,Analytics Team,2026-01-08,pending
T01248,D01248,Prepare data quality report,Operations Team,2026-08-29,completed
T01249,D01249,Validate new metrics,QA Team,2026-02-01,completed
T01250,D01250,Complete api integration,Migration Team,2026-01-07,completed
T01251,D01251,Complete security review,Documentation Team,2026-08-18,pending
T01252,D01252,Update project documentation,Consulting Team,2026-08-06,completed
T01253,D01253,Complete dashboard testing,Platform Team,2026-04-21,completed
T01254,D01254,Validate new metrics,Platform Team,2026-09-27,in_progress
T01255,D01255,Validate new metrics,Migration Team,2026-02-16,needs_review
T01256,D01256,Prepare release checklist,Analytics Team,2026-09-09,needs_review
T01257,D01257,Complete dashboard testing,Operations Team,2026-06-16,pending
T01258,D01258,Complete dashboard testing,Migration Team,2026-04-12,pending
T01259,D01259,Validate new metrics,Documentation Team,2026-06-17,in_progress
